idx,title,answer,class_name,source
2701,Formatting TimeZone using SimpleDateFormat,java.lang.String.format(),java.lang.String,Tutorial Websites
2702,Formatting a Date Using a Custom Format,java.util.Formatter.format(),java.util.Formatter,Tutorial Websites
2703,Formatting and Parsing Numbers,java.util.Formatter.format(),java.util.Formatter,Tutorial Websites
2704,Formatting and Parsing a Date Using Default Formats,"java.text.DateFormat.getDateInstance(),java.lang.String.format()","java.text.DateFormat,java.lang.String",Tutorial Websites
2705,Formatting and Parsing a Date for a Locale,"java.util.Formatter.format(),java.text.DateFormat.getDateInstance(),java.lang.String.format()","java.util.Formatter,java.text.DateFormat,java.lang.String",Tutorial Websites
2706,Formatting and Parsing a Time for a Locale,"java.util.Formatter.format(),java.text.DateFormat.getTimeInstance(),java.lang.String.format()","java.util.Formatter,java.text.DateFormat,java.lang.String",Tutorial Websites
2707,Formatting and Parsing a Time for a Locale Using Default Formats,"java.text.DateFormat.getTimeInstance(),java.lang.String.format()","java.text.DateFormat,java.lang.String",Tutorial Websites
2708,Formatting date in custom formats using SimpleDateFormat,java.lang.String.format(),java.lang.String,Tutorial Websites
2709,Formatting date in default formats using DateFormat,"java.text.DateFormat.getDateInstance(),java.lang.String.format()","java.text.DateFormat,java.lang.String",Tutorial Websites
2710,Formatting dates and times with conversion characters t and T.,java.util.Calendar.getInstance(),java.util.Calendar,Tutorial Websites
2711,Formatting day of week using SimpleDateFormat,java.lang.String.format(),java.lang.String,Tutorial Websites
2712,Formatting output with class Formatter.,"java.util.Formatter.format(),javax.swing.JOptionPane.showMessageDialog(),java.util.Formatter.toString()","java.util.Formatter,javax.swing.JOptionPane",Tutorial Websites
2713,Formatting seconds using SimpleDateFormat,java.lang.String.format(),java.lang.String,Tutorial Websites
2714,Formatting the Time Using a Custom Format,java.util.Formatter.format(),java.util.Formatter,Tutorial Websites
2715,Formatting year using SimpleDateFormat,java.lang.String.format(),java.lang.String,Tutorial Websites
2716,"Freezes the size of the given component, preventing it from expanding to fill any additional space.","java.awt.Component.getPreferredSize(),java.awt.Component.setMinimumSize(),java.awt.Component.setPreferredSize(),java.awt.Component.setMaximumSize()",java.awt.Component,Tutorial Websites
2717,Function implementing Kadane's Algorithm (array contains at least one positive number),java.lang.Math.max(),java.lang.Math,Tutorial Websites
2718,Function to convert clob to string,"java.sql.Clob.getCharacterStream(),java.lang.String.toString()","java.sql.Clob,java.lang.String",Tutorial Websites
2719,Function with branching structures,"java.lang.Math.log(),java.lang.Math.sin()",java.lang.Math,Tutorial Websites
2720,GZip compress byte array,"java.util.Arrays.toString(),java.lang.AutoCloseable.close()","java.util.Arrays,java.lang.AutoCloseable",Tutorial Websites
2721,Game music that plays in the background,javax.sound.sampled.Clip.loop(),javax.sound.sampled.Clip,Tutorial Websites
2722,General hmac method - can pass in any string recognized by Mac.getInstance .,"javax.crypto.Mac.getInstance(),java.lang.String.getBytes()","javax.crypto.Mac,java.lang.String",Tutorial Websites
2723,Generate AES random Key,"java.util.Arrays.toString(),javax.crypto.KeyGenerator.getInstance(),javax.crypto.KeyGenerator.generateKey()","java.util.Arrays,javax.crypto.KeyGenerator,javax.crypto.KeyGenerator",Tutorial Websites
2724,Generate Adler32 Checksum For Byte Array,"java.lang.String.getBytes(),java.util.zip.Checksum.update(),java.util.zip.Checksum.getValue()","java.lang.String,java.util.zip.Checksum",Tutorial Websites
2725,Generate CRC32 Checksum For Byte Array,"java.lang.String.getBytes(),java.util.zip.Checksum.update(),java.util.zip.Checksum.getValue()","java.lang.String,java.util.zip.Checksum",Tutorial Websites
2726,Generate Pyramid For a Given Number,java.lang.Integer.parseInt(),java.lang.Integer,Tutorial Websites
2727,Generate Unique prime Factors,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2728,Generate a random String suitable for use as a temporary password.,"java.util.Random.nextDouble(),java.lang.String.length(),java.lang.String.substring()","java.util.Random,java.lang.String",Tutorial Websites
2729,Generate a random ipv4 address in the 10.0.0.0/8 range.,java.lang.Math.random(),java.lang.Math,Tutorial Websites
2730,Generate new non zero random number.,"java.util.Scanner.nextInt(),java.util.PrimitiveIterator.OfInt.nextInt(),java.util.Random.nextInt(),java.util.concurrent.ThreadLocalRandom.nextInt(),java.util.SplittableRandom.nextInt()","java.util.Scanner,java.util.PrimitiveIterator.OfInt,java.util.Random,java.util.concurrent.ThreadLocalRandom,java.util.SplittableRandom",Tutorial Websites
2731,Generate random numbers using Math.random,java.lang.Math.random(),java.lang.Math,Tutorial Websites
2732,Generate range of integers,java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
2733,Generates a char array composed of just n consecutive occurrences of char c.,"java.util.Arrays.toString(),java.util.Arrays.fill()",java.util.Arrays,Tutorial Websites
2734,Generates a pseudo-random boolean.,"java.util.Scanner.nextBoolean(),java.util.Random.nextBoolean(),java.util.concurrent.ThreadLocalRandom.nextBoolean(),java.util.SplittableRandom.nextBoolean()","java.util.Scanner,java.util.Random,java.util.concurrent.ThreadLocalRandom,java.util.SplittableRandom",Tutorial Websites
2735,Generates a subarray of a given BigInteger array.,java.lang.System.arraycopy(),java.lang.System,Tutorial Websites
2736,Generates a subarray of a given byte array.,"java.util.Arrays.toString(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
2737,Generates an array going for a to b with steps of size step.,java.lang.Math.abs(),java.lang.Math,Tutorial Websites
2738,Generates pseudo-random integer from specific range.,java.lang.Math.random(),java.lang.Math,Tutorial Websites
2739,Generates pseudo-random long from specific range.,java.lang.Math.random(),java.lang.Math,Tutorial Websites
2740,Generates random integer from a range,"java.util.Scanner.nextInt(),java.util.PrimitiveIterator.OfInt.nextInt(),java.util.Random.nextInt(),java.util.concurrent.ThreadLocalRandom.nextInt(),java.util.SplittableRandom.nextInt()","java.util.Scanner,java.util.PrimitiveIterator.OfInt,java.util.Random,java.util.concurrent.ThreadLocalRandom,java.util.SplittableRandom",Tutorial Websites
2741,Generating a Message Authentication Code (MAC) Key,"javax.crypto.KeyGenerator.getInstance(),javax.crypto.KeyGenerator.generateKey()","javax.crypto.KeyGenerator,javax.crypto.KeyGenerator",Tutorial Websites
2742,Generating a Secure Random Number,"java.security.SecureRandom.getInstance(),java.security.SecureRandom.generateSeed()","java.security.SecureRandom,java.security.SecureRandom",Tutorial Websites
2743,Generating a Symmetric Key,"javax.crypto.KeyGenerator.getInstance(),javax.crypto.KeyGenerator.generateKey()","javax.crypto.KeyGenerator,javax.crypto.KeyGenerator",Tutorial Websites
2744,Generic Queue Array Resize,"java.lang.String.format(),java.lang.Integer.parseInt(),java.lang.Double.parseDouble(),java.lang.ref.Reference.enqueue(),java.util.Arrays.toString()","java.lang.String,java.lang.Integer,java.lang.Double,java.lang.ref.Reference,java.util.Arrays",Tutorial Websites
2745,Generic method inside generic class using reflection,java.lang.String.isEmpty(),java.lang.String,Tutorial Websites
2746,Generic method maximum returns the largest of three objects.,java.lang.String.compareTo(),java.lang.String,Tutorial Websites
2747,Generic method to check if an Item in Array,java.lang.Object.equals(),java.lang.Object,Tutorial Websites
2748,Generic method to check if an Item in ArrayList,java.lang.Object.equals(),java.lang.Object,Tutorial Websites
2749,Generic method to check if an array contains an element,"java.lang.Object.getClass(),java.lang.String.equals()","java.lang.Object,java.lang.String",Tutorial Websites
2750,Generic method to check if an element is contained in an array,"java.lang.Object.getClass(),java.lang.String.equals()","java.lang.Object,java.lang.String",Tutorial Websites
2751,Generic method to clone array,java.lang.reflect.Array.newInstance(),java.lang.reflect.Array,Tutorial Websites
2752,Generic method to concatenate two array,"java.util.Arrays.copyOf(),java.lang.System.arraycopy()","java.util.Arrays,java.lang.System",Tutorial Websites
2753,Generic method to convert array to List,java.util.List.add(),java.util.List,Tutorial Websites
2754,Generic method to do array Clone,"java.lang.reflect.Array.newInstance(),java.lang.Object.getClass(),java.lang.System.arraycopy()","java.lang.reflect.Array,java.lang.Object,java.lang.Object,java.lang.System",Tutorial Websites
2755,Generic method to do array Merge,"java.lang.reflect.Array.newInstance(),java.lang.Object.getClass(),java.lang.System.arraycopy()","java.lang.reflect.Array,java.lang.Object,java.lang.Object,java.lang.System",Tutorial Websites
2756,Generic method to set Last Element of List to an element,"java.util.List.size(),java.util.List.set()",java.util.List,Tutorial Websites
2757,Generic to Unmarshall XML to an Object,"javax.xml.bind.JAXBContext.newInstance(),javax.xml.bind.Unmarshaller.unmarshal()","javax.xml.bind.JAXBContext,javax.xml.bind.Unmarshaller",Tutorial Websites
2758,Get 10001st prime number,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2759,Get Absolute Working Dir Path,"java.nio.file.Paths.get(),java.nio.file.Path.toAbsolutePath(),java.lang.String.toString()","java.nio.file.Paths,java.nio.file.Path,java.lang.String",Tutorial Websites
2760,Get Absolute path of the file,"java.io.File.getPath(),java.io.File.getAbsolutePath()",java.io.File,Tutorial Websites
2761,Get All Entries From Zip File,"java.util.zip.ZipFile.entries(),java.util.zip.ZipFile.close()",java.util.zip.ZipFile,Tutorial Websites
2762,Get Available Font Family Names,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getAvailableFontFamilyNames()",java.awt.GraphicsEnvironment,Tutorial Websites
2763,Get Available Font Objects,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getAllFonts()",java.awt.GraphicsEnvironment,Tutorial Websites
2764,Get Available date format Locale,"java.text.DateFormat.getAvailableLocales(),java.lang.String.toString()","java.text.DateFormat,java.lang.String",Tutorial Websites
2765,Get Brighter Version Of Current Color,java.awt.Color.brighter(),java.awt.Color,Tutorial Websites
2766,Get CPU time in nanoseconds via Management bean,"java.lang.management.ManagementFactory.getThreadMXBean(),java.lang.management.ThreadMXBean.isCurrentThreadCpuTimeSupported(),java.lang.management.ThreadMXBean.getCurrentThreadCpuTime()","java.lang.management.ManagementFactory,java.lang.management.ThreadMXBean,java.lang.management.ThreadMXBean",Tutorial Websites
2767,Get Chinese String in GB2312 from another String,"java.lang.String.equals(),java.lang.String.trim(),java.lang.String.getBytes()","java.lang.String,java.lang.String",Tutorial Websites
2768,Get Collation Key from Collator,"java.lang.String.compareTo(),java.text.CollationKey.getSourceString(),java.text.RuleBasedCollator.getCollationKey()","java.lang.String,java.text.CollationKey,java.text.RuleBasedCollator",Tutorial Websites
2769,Get Constructor by HashMap type using reflection,"java.lang.String.format(),java.lang.Class.getDeclaredConstructor(),java.lang.reflect.AccessibleObject.setAccessible()","java.lang.String,java.lang.Class,java.lang.reflect.AccessibleObject",Tutorial Websites
2770,Get Current Caret Position in JTextField,javax.swing.text.JTextComponent.addCaretListener(),javax.swing.text.JTextComponent,Tutorial Websites
2771,Get Darker Version Of Current Color,java.awt.Color.darker(),java.awt.Color,Tutorial Websites
2772,Get Enumeration over ArrayList,"java.util.ArrayList.add(),java.util.Collections.enumeration()","java.util.ArrayList,java.util.Collections",Tutorial Websites
2773,Get Enumeration over HashSet,"java.util.HashSet.add(),java.util.Collections.enumeration()","java.util.HashSet,java.util.Collections",Tutorial Websites
2774,Get File size in bytes,java.io.File.length(),java.io.File,Tutorial Websites
2775,Get File type from Files.probeContentType,"java.lang.System.exit(),java.nio.file.Paths.get(),java.nio.file.Files.isDirectory(),java.nio.file.Files.probeContentType(),java.lang.String.format()","java.lang.System,java.nio.file.Paths,java.nio.file.Files,java.lang.String",Tutorial Websites
2776,Get First Expression XML Child,java.lang.String.equals(),java.lang.String,Tutorial Websites
2777,Get First XML Child With Name,java.lang.String.equals(),java.lang.String,Tutorial Websites
2778,Get Free Memory of Java Virtual Machine(JVM),"java.lang.Runtime.getRuntime(),java.lang.Runtime.freeMemory()",java.lang.Runtime,Tutorial Websites
2779,Get HSB Color from RGB,java.awt.Color.HSBtoRGB(),java.awt.Color,Tutorial Websites
2780,Get Head Map from TreeMap,"java.util.TreeMap.put(),java.util.TreeMap.headMap()",java.util.TreeMap,Tutorial Websites
2781,Get Hoeffding probability number,java.lang.Math.pow(),java.lang.Math,Tutorial Websites
2782,Get Integer method that uses a while loop to avoid the exception.,"java.util.Scanner.hasNextInt(),java.util.Scanner.nextLine()","java.util.Scanner,java.util.Scanner",Tutorial Websites
2783,Get Java specification version using System,java.lang.System.getProperty(),java.lang.System,Tutorial Websites
2784,Get LDAP attribute value.,"javax.naming.directory.BasicAttribute.get(),javax.naming.directory.Attributes.get(),javax.naming.directory.BasicAttributes.get(),javax.naming.directory.Attribute.get(),java.util.logging.Logger.log()","javax.naming.directory.BasicAttribute,javax.naming.directory.Attributes,javax.naming.directory.BasicAttributes,javax.naming.directory.Attribute,java.util.logging.Logger",Tutorial Websites
2785,Get LDAP directory context.,"javax.naming.directory.Attributes.put(),javax.naming.directory.BasicAttributes.put(),javax.naming.directory.BasicAttribute.equals(),javax.naming.directory.BasicAttributes.equals(),java.util.logging.Logger.info()","javax.naming.directory.Attributes,javax.naming.directory.BasicAttributes,javax.naming.directory.BasicAttribute,java.util.logging.Logger",Tutorial Websites
2786,Get Last modification time of a file or directory,java.io.File.lastModified(),java.io.File,Tutorial Websites
2787,Get Length of array from reflection,"java.lang.reflect.Array.newInstance(),java.lang.String.format(),java.lang.reflect.Array.getInt()","java.lang.reflect.Array,java.lang.String",Tutorial Websites
2788,Get List of elements from XML Node by XPath expression,"javax.xml.xpath.XPath.evaluate(),org.w3c.dom.NodeList.getLength(),org.w3c.dom.NodeList.item()","javax.xml.xpath.XPath,org.w3c.dom.NodeList",Tutorial Websites
2789,Get Maximum Memory Available to Java Virtual Machine(JVM),"java.lang.Runtime.getRuntime(),java.lang.Runtime.maxMemory()",java.lang.Runtime,Tutorial Websites
2790,Get Min value between two double type value,java.lang.Math.min(),java.lang.Math,Tutorial Websites
2791,Get Number Of Entries In Zip File,"java.util.zip.ZipFile.size(),java.util.zip.ZipFile.getName(),java.util.zip.ZipFile.close()",java.util.zip.ZipFile,Tutorial Websites
2792,Get Object Feature using openimaj,java.io.BufferedWriter.newLine(),java.io.BufferedWriter,Tutorial Websites
2793,Get Previous and next index using ListIterator,"java.util.ListIterator.previousIndex(),java.util.ListIterator.nextIndex(),java.util.ListIterator.next()",java.util.ListIterator,Tutorial Websites
2794,Get Random 5 Cards,"java.util.Collections.shuffle(),java.util.Arrays.asList()","java.util.Collections,java.util.Arrays",Tutorial Websites
2795,"Get Red, Green, and Blue (RGB) Components From Color",java.awt.Color.getHSBColor(),java.awt.Color,Tutorial Websites
2796,Get Screen Working Height,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getMaximumWindowBounds()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment",Tutorial Websites
2797,Get Screen Working Width,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getMaximumWindowBounds()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment",Tutorial Websites
2798,Get Size of ArrayList and loop through elements,"java.util.ArrayList.add(),java.util.ArrayList.size(),java.util.ArrayList.get()",java.util.ArrayList,Tutorial Websites
2799,Get Size of TreeMap,"java.util.TreeMap.size(),java.util.TreeMap.put(),java.util.TreeMap.remove()",java.util.TreeMap,Tutorial Websites
2800,Get Specified Entry From Zip File,"java.util.zip.ZipFile.getEntry(),java.util.zip.ZipFile.close()",java.util.zip.ZipFile,Tutorial Websites
2801,Get String encode for text file,"java.io.BufferedInputStream.read(),java.io.BufferedInputStream.close(),java.io.FileInputStream.close()","java.io.BufferedInputStream,java.io.FileInputStream",Tutorial Websites
2802,Get Sub Map from TreeMap,"java.util.TreeMap.put(),java.util.TreeMap.subMap()",java.util.TreeMap,Tutorial Websites
2803,Get Sub string from whole string,java.lang.String.substring(),java.lang.String,Tutorial Websites
2804,Get Synchronized List from ArrayList,java.util.Collections.synchronizedList(),java.util.Collections,Tutorial Websites
2805,Get Synchronized Map from HashMap,java.util.Collections.synchronizedMap(),java.util.Collections,Tutorial Websites
2806,Get Synchronized Map from TreeMap,java.util.Collections.synchronizedMap(),java.util.Collections,Tutorial Websites
2807,Get Synchronized Set from TreeSet,java.util.Collections.synchronizedSet(),java.util.Collections,Tutorial Websites
2808,Get Total Memory of Java Virtual Machine(JVM),"java.lang.Runtime.getRuntime(),java.lang.Runtime.totalMemory()",java.lang.Runtime,Tutorial Websites
2809,Get Twitter User List Subscribers,"java.lang.System.exit(),java.lang.Integer.parseInt()","java.lang.System,java.lang.Integer",Tutorial Websites
2810,Get Twitter username from twitter url,java.lang.String.replaceAll(),java.lang.String,Tutorial Websites
2811,Get Week of month and year using Java Calendar,java.util.Calendar.getInstance(),java.util.Calendar,Tutorial Websites
2812,"Get XML Element that has attribute id=""xyz"".","org.w3c.dom.Document.getDocumentElement(),org.w3c.dom.NodeList.getLength(),org.w3c.dom.NodeList.item(),org.w3c.dom.Node.getNodeType()","org.w3c.dom.Document,org.w3c.dom.NodeList,org.w3c.dom.Node",Tutorial Websites
2813,Get a File Owner Using FileOwnerAttributeView.getOwner(),"java.nio.file.Paths.get(),java.nio.file.Files.getFileAttributeView()","java.nio.file.Paths,java.nio.file.Files",Tutorial Websites
2814,Get a File Owner Using Files.getAttribute(),"java.nio.file.Paths.get(),java.nio.file.Files.getAttribute()","java.nio.file.Paths,java.nio.file.Files",Tutorial Websites
2815,Get a boolean init parameter from a servlet FilterConfig,java.lang.Boolean.booleanValue(),java.lang.Boolean,Tutorial Websites
2816,Get a byte array from a double.,"java.util.Arrays.toString(),java.lang.Double.doubleToLongBits()","java.util.Arrays,java.lang.Double",Tutorial Websites
2817,Get a byte array from a float.,"java.util.Arrays.toString(),java.lang.Float.floatToIntBits()","java.util.Arrays,java.lang.Float",Tutorial Websites
2818,Get a byte array in a printable binary form.,"java.lang.StringBuffer.append(),java.lang.StringBuffer.toString()",java.lang.StringBuffer,Tutorial Websites
2819,Get a byte in a printable binary form.,"java.lang.StringBuffer.append(),java.lang.StringBuffer.toString()",java.lang.StringBuffer,Tutorial Websites
2820,Get a double from 8 bytes of the given array.,java.lang.Double.longBitsToDouble(),java.lang.Double,Tutorial Websites
2821,Get a float from 4 bytes of the given array.,java.lang.Float.intBitsToFloat(),java.lang.Float,Tutorial Websites
2822,Get a fraction of another spring using the  scale() method.,"javax.swing.Spring.height(),javax.swing.Spring.scale()",javax.swing.Spring,Tutorial Websites
2823,Get a list of all primes from 2 to max Check,java.lang.Math.sqrt(),java.lang.Math,Tutorial Websites
2824,Get a localized message from a bundle.,"java.util.Locale.getDefault(),java.util.ResourceBundle.getBundle(),java.util.ResourceBundle.getString(),java.text.MessageFormat.format()","java.util.Locale,java.util.ResourceBundle,java.text.MessageFormat",Tutorial Websites
2825,Get a loopback NIF.,"java.net.NetworkInterface.getNetworkInterfaces(),java.net.NetworkInterface.isUp(),java.net.NetworkInterface.isLoopback()","java.net.NetworkInterface,java.net.NetworkInterface,java.net.NetworkInterface",Tutorial Websites
2826,"Get a part on an array, sub array",java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
2827,Get a phred-scaled quality value corresponding to the supplied error rate.,java.lang.Math.log10(),java.lang.Math,Tutorial Websites
2828,Get a random number that lies between min and max.,java.lang.Math.random(),java.lang.Math,Tutorial Websites
2829,"Get a string from a bundle, using the default locale.","java.util.Locale.getDefault(),java.util.ResourceBundle.getBundle(),java.util.ResourceBundle.getString(),java.text.MessageFormat.format()","java.util.Locale,java.util.ResourceBundle,java.text.MessageFormat",Tutorial Websites
2830,Get a valid xPath string to enable retrieval of an Element by AND ing attributes name and their corresponding value.,java.lang.String.toString(),java.lang.String,Tutorial Websites
2831,Get a valid xPath string to enable retrieval of an Element by OR ing attributes name and their corresponding value.,java.lang.String.toString(),java.lang.String,Tutorial Websites
2832,"Get all declared fields from Class Note : getDeclaredFields() may return private attributes, but does not return Parents fields","java.util.Arrays.asList(),java.lang.Class.getDeclaredFields()","java.util.Arrays,java.lang.Class",Tutorial Websites
2833,Get all of the XML element nodes from a NodeList,"org.w3c.dom.NodeList.getLength(),org.w3c.dom.NodeList.item(),org.w3c.dom.Node.getNodeType()","org.w3c.dom.NodeList,org.w3c.dom.Node",Tutorial Websites
2834,Get all prime numbers below n,"java.lang.Math.ceil(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
2835,Get an array of bytes from an input stream.,org.omg.CORBA.portable.InputStream.read(),org.omg.CORBA.portable.InputStream,Tutorial Websites
2836,Get attribute from page context of the given name in the given scope for JSP Page.,java.lang.String.equalsIgnoreCase(),java.lang.String,Tutorial Websites
2837,Get binary length of string,java.lang.String.getBytes(),java.lang.String,Tutorial Websites
2838,"Get bytes out of a ByteBuffer, moves the buffer position to where the bytes finished","java.nio.Buffer.position(),java.lang.System.arraycopy(),java.nio.Buffer.array()","java.nio.Buffer,java.lang.System",Tutorial Websites
2839,"Get chars out of a CharBuffer, moves the buffer position to where the chars finished","java.nio.Buffer.position(),java.lang.System.arraycopy(),java.nio.Buffer.array()","java.nio.Buffer,java.lang.System",Tutorial Websites
2840,Get class from Object,java.lang.Object.getClass(),"java.lang.Object,java.lang.Object",Tutorial Websites
2841,Get classpath using System class,java.lang.System.getProperty(),java.lang.System,Tutorial Websites
2842,Get coefficients for Least Square Regression Line,"java.lang.String.format(),java.lang.Math.pow(),java.lang.Math.sqrt()","java.lang.String,java.lang.Math",Tutorial Websites
2843,Get cookie value by name from Servlet.,"java.net.CookieStore.getCookies(),java.lang.String.equals()","java.net.CookieStore,java.lang.String",Tutorial Websites
2844,Get current TimeZone using Calendar,"java.util.Calendar.getInstance(),java.util.TimeZone.getDisplayName()","java.util.Calendar,java.util.TimeZone",Tutorial Websites
2845,Get current date and time using java.util.Date class,java.util.Date.getTime(),java.util.Date,Tutorial Websites
2846,Get current date time values using Calendar,java.util.Calendar.getInstance(),java.util.Calendar,Tutorial Websites
2847,Get date of last number of day,"java.util.Calendar.set(),java.util.Calendar.add(),java.util.Calendar.getTime()",java.util.Calendar,Tutorial Websites
2848,Get date value from Calendar class,"java.util.Calendar.getInstance(),java.text.DateFormatSymbols.getWeekdays()","java.util.Calendar,java.text.DateFormatSymbols",Tutorial Websites
2849,Get element from a web page via selenium ChromeDriver,java.lang.System.setProperty(),java.lang.System,Tutorial Websites
2850,Get exp( x ) - 1.,"java.lang.Math.exp(),java.lang.Math.log()",java.lang.Math,Tutorial Websites
2851,Get file separator using System class,java.lang.System.getProperty(),java.lang.System,Tutorial Websites
2852,Get file system Default Separator,"java.nio.file.FileSystems.getDefault(),java.nio.file.FileSystem.getSeparator()","java.nio.file.FileSystems,java.nio.file.FileSystem",Tutorial Websites
2853,Get first Child Element from XML Element,"java.lang.String.isEmpty(),org.w3c.dom.Element.getElementsByTagName(),org.w3c.dom.Element.getElementsByTagNameNS()","java.lang.String,org.w3c.dom.Element",Tutorial Websites
2854,Get from Iterable Path into an array of Path,"java.nio.file.FileSystems.getDefault(),java.nio.file.FileSystem.getRootDirectories(),java.util.List.add(),java.util.List.size(),java.util.List.toArray()","java.nio.file.FileSystems,java.nio.file.FileSystem,java.util.List",Tutorial Websites
2855,Get image form system clip board.,"java.awt.Toolkit.getDefaultToolkit(),java.awt.Toolkit.getSystemClipboard()","java.awt.Toolkit,java.awt.Toolkit",Tutorial Websites
2856,Get int-type parameter from Servlet.,java.lang.Integer.parseInt(),java.lang.Integer,Tutorial Websites
2857,Get length of UTF8 String Length,java.lang.String.getBytes(),java.lang.String,Tutorial Websites
2858,Get log base 10 of a double.,java.lang.Math.log(),java.lang.Math,Tutorial Websites
2859,Get log base 2 of a double.,java.lang.Math.log(),java.lang.Math,Tutorial Websites
2860,Get log of a double + 1.,java.lang.Math.log(),java.lang.Math,Tutorial Websites
2861,Get lowest and highest key stored in Java TreeMap,"java.util.TreeMap.put(),java.util.TreeMap.firstKey()",java.util.TreeMap,Tutorial Websites
2862,Get name of parent directory,java.io.File.getParent(),java.io.File,Tutorial Websites
2863,Get name of specified file or directory,java.io.File.getName(),java.io.File,Tutorial Websites
2864,Get number from XML Element by XPath expression,"java.lang.Double.parseDouble(),javax.xml.xpath.XPath.evaluate(),java.lang.String.length()","java.lang.Double,javax.xml.xpath.XPath,java.lang.String",Tutorial Websites
2865,Get object from redis,java.util.logging.Logger.info(),java.util.logging.Logger,Tutorial Websites
2866,Get parent directory as a File object,java.io.File.getParentFile(),java.io.File,Tutorial Websites
2867,Get random color using Golden Ratio,java.awt.Color.HSBtoRGB(),java.awt.Color,Tutorial Websites
2868,Get relative path from one path,java.nio.file.Paths.get(),java.nio.file.Paths,Tutorial Websites
2869,Get resource as stream in privileged mode.,"java.lang.Thread.currentThread(),java.lang.Thread.getContextClassLoader(),java.security.AccessController.doPrivileged()","java.lang.Thread,java.lang.Thread,java.security.AccessController",Tutorial Websites
2870,Get resource in privileged mode.,"java.lang.Thread.currentThread(),java.lang.Thread.getContextClassLoader(),java.security.AccessController.doPrivileged()","java.lang.Thread,java.lang.Thread,java.security.AccessController",Tutorial Websites
2871,Get return value from Loading and Executing internal JavaScript from Java,"javax.script.ScriptEngineManager.getEngineByName(),java.util.logging.Logger.getLogger()","javax.script.ScriptEngineManager,java.util.logging.Logger",Tutorial Websites
2872,Get root thread group,"java.lang.Thread.currentThread(),java.lang.Thread.getThreadGroup(),java.lang.SecurityManager.getThreadGroup(),java.lang.ClassLoader.getParent(),java.lang.ThreadGroup.getParent()","java.lang.Thread,java.lang.SecurityManager,java.lang.ClassLoader,java.lang.ThreadGroup",Tutorial Websites
2873,Get screen area of all monitors.,"java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(),java.awt.GraphicsEnvironment.getScreenDevices(),java.awt.GraphicsDevice.getDefaultConfiguration()","java.awt.GraphicsEnvironment,java.awt.GraphicsEnvironment,java.awt.GraphicsDevice",Tutorial Websites
2874,Get size of Collection and NullPointerException safe,"java.util.Arrays.asList(),java.util.Collection.size()","java.util.Arrays,java.util.Collection",Tutorial Websites
2875,Get size of nullable Collection,"java.util.Arrays.asList(),java.util.Collection.size()","java.util.Arrays,java.util.Collection",Tutorial Websites
2876,Get string from XML Node using XPath expression,"javax.xml.xpath.XPath.evaluate(),java.lang.String.length()","javax.xml.xpath.XPath,java.lang.String",Tutorial Websites
2877,Get string value of specified XML attribute.,org.w3c.dom.NamedNodeMap.getNamedItem(),org.w3c.dom.NamedNodeMap,Tutorial Websites
2878,Get string with @ in between using regex for email,"java.util.regex.Pattern.compile(),java.util.regex.Pattern.matcher(),java.util.regex.Matcher.find(),java.util.regex.Matcher.group()","java.util.regex.Pattern,java.util.regex.Matcher",Tutorial Websites
2879,Get sub list by offset,"java.util.Arrays.asList(),java.util.List.isEmpty(),java.util.List.size(),java.util.List.subList(),java.util.Collection.isEmpty()","java.util.Arrays,java.util.List,java.util.Collection",Tutorial Websites
2880,Get system environment variables,"java.lang.System.getenv(),java.lang.String.format()","java.lang.System,java.lang.String",Tutorial Websites
2881,Get system environment variables to a Map,"java.lang.System.getenv(),java.lang.String.format()","java.lang.System,java.lang.String",Tutorial Websites
2882,Get system properties using System class,java.lang.System.getProperties(),java.lang.System,Tutorial Websites
2883,Get system time in nanoseconds via Management bean,"java.lang.management.ManagementFactory.getThreadMXBean(),java.lang.management.ThreadMXBean.isCurrentThreadCpuTimeSupported(),java.lang.management.ThreadMXBean.getCurrentThreadCpuTime(),java.lang.management.ThreadMXBean.getCurrentThreadUserTime()","java.lang.management.ManagementFactory,java.lang.management.ThreadMXBean,java.lang.management.ThreadMXBean,java.lang.management.ThreadMXBean",Tutorial Websites
2884,Get system time using System class,java.lang.System.currentTimeMillis(),java.lang.System,Tutorial Websites
